trial,start_frame,end_frame,is_swapped
2024.10.30_07-43-39_Stocago_metben,3,587,True
2024.10.30_07-43-39_Stocago_metben,1055,2120,True
2024.10.30_07-43-39_Stocago_metben,2122,2247,True
2024.10.30_07-43-39_Stocago_metben,2249,2573,True
2024.10.30_07-43-39_Stocago_metben,2575,2576,True
2024.10.30_07-43-39_Stocago_metben,2578,2650,True
2024.10.30_07-43-39_Stocago_metben,2653,2653,True
2024.10.30_07-43-39_Stocago_metben,2656,3318,True
2024.10.30_07-43-39_Stocago_metben,3321,3322,True
2024.10.30_07-43-39_Stocago_metben,3324,3327,True
2024.10.30_07-43-39_Stocago_metben,3329,3329,True
2024.10.30_07-43-39_Stocago_metben,3332,3336,True
2024.10.30_07-43-39_Stocago_metben,3338,3566,True
2024.10.30_07-43-39_Stocago_metben,5216,6853,True
2024.10.30_07-43-39_Stocago_metben,6860,7095,True
2024.10.30_07-43-39_Stocago_metben,7097,7191,True
2024.10.30_07-43-39_Stocago_metben,7194,7204,True
2024.10.30_07-43-39_Stocago_metben,7208,7212,True
2024.10.30_07-43-39_Stocago_metben,7215,7252,True
2024.10.30_07-43-39_Stocago_metben,7254,7291,True
2024.10.30_07-43-39_Stocago_metben,7293,7358,True
2024.10.30_07-43-39_Stocago_metben,7360,7361,True
2024.10.30_07-43-39_Stocago_metben,7363,7712,True
2024.10.30_07-43-39_Stocago_metben,7714,8453,True
2024.10.30_07-43-39_Stocago_metben,8455,8483,True
2024.10.30_07-43-39_Stocago_metben,8492,8501,True
2024.10.30_07-43-39_Stocago_metben,8503,8526,True
2024.10.30_07-43-39_Stocago_metben,8540,8575,True
2024.10.30_07-43-39_Stocago_metben,8588,8616,True
2024.09.30_11-32-23_Sussex_no_odor,3926,4003,True
2024.09.30_11-32-23_Sussex_no_odor,4154,4165,True
2024.09.30_11-32-23_Sussex_no_odor,4193,4195,True
2024.09.30_11-32-23_Sussex_no_odor,4204,4226,True
2024.09.30_11-32-23_Sussex_no_odor,4231,4237,True
2024.09.30_11-32-23_Sussex_no_odor,4382,4385,True
2024.09.30_11-32-23_Sussex_no_odor,4387,4392,True
2024.09.30_11-32-23_Sussex_no_odor,4394,5174,True
2024.09.30_11-32-23_Sussex_no_odor,5280,5495,True
2024.09.30_11-32-23_Sussex_no_odor,5500,5500,True
2024.09.30_11-32-23_Sussex_no_odor,5502,5502,True
2024.09.30_11-32-23_Sussex_no_odor,5513,8203,True
2024.10.03_12-13-00_Riverside_metbut,3,472,True
2024.10.03_12-13-00_Riverside_metbut,476,666,True
2024.10.03_12-13-00_Riverside_metbut,668,668,True
2024.10.03_12-13-00_Riverside_metbut,670,753,True
2024.10.03_12-13-00_Riverside_metbut,1201,1244,True
2024.10.03_12-13-00_Riverside_metbut,1246,1258,True
2024.10.03_12-13-00_Riverside_metbut,1260,1267,True
2024.10.03_12-13-00_Riverside_metbut,1269,2163,True
2024.10.03_12-13-00_Riverside_metbut,3158,3158,True
2024.10.03_12-13-00_Riverside_metbut,3160,3465,True
2024.10.03_12-13-00_Riverside_metbut,3765,3787,True
2024.10.03_12-13-00_Riverside_metbut,3802,3909,True
2024.10.03_12-13-00_Riverside_metbut,4604,4611,True
2024.10.03_12-13-00_Riverside_metbut,4613,4615,True
2024.10.03_12-13-00_Riverside_metbut,4617,4630,True
2024.10.03_12-13-00_Riverside_metbut,4749,4750,True
2024.10.03_12-13-00_Riverside_metbut,4764,4764,True
2024.10.03_12-13-00_Riverside_metbut,4766,6116,True
2024.10.03_12-13-00_Riverside_metbut,6123,6123,True
2024.10.03_12-13-00_Riverside_metbut,6137,6137,True
2024.10.03_12-13-00_Riverside_metbut,7589,7603,True
2024.10.03_12-13-00_Riverside_metbut,7643,7643,True
2024.10.03_12-13-00_Riverside_metbut,7723,7793,True
2024.10.03_12-13-00_Riverside_metbut,7795,7828,True
2024.10.03_12-13-00_Riverside_metbut,7830,7855,True
2024.10.03_12-13-00_Riverside_metbut,7858,7858,True
2024.10.03_12-13-00_Riverside_metbut,7860,7862,True
2024.10.03_12-13-00_Riverside_metbut,7865,7865,True
2024.10.03_12-13-00_Riverside_metbut,7869,7869,True
2024.10.03_12-13-00_Riverside_metbut,7875,7875,True
2024.10.03_12-13-00_Riverside_metbut,7879,7879,True
2024.10.03_12-13-00_Riverside_metbut,7884,7884,True
2024.10.03_12-13-00_Riverside_metbut,7890,7891,True
2024.10.03_12-13-00_Riverside_metbut,7893,7898,True
2024.10.03_12-13-00_Riverside_metbut,7900,7903,True
2024.10.03_12-13-00_Riverside_metbut,7905,7905,True
2024.10.03_12-13-00_Riverside_metbut,7907,7907,True
2024.10.03_12-13-00_Riverside_metbut,7909,7910,True
