trial,frame_idx,is_swapped
2024.11.13_00-06-31_Sussex_e2hex,0,False
2024.11.13_00-06-31_Sussex_e2hex,1,False
2024.11.13_00-06-31_Sussex_e2hex,2,False
2024.11.13_00-06-31_Sussex_e2hex,3,False
2024.11.13_00-06-31_Sussex_e2hex,4,False
2024.11.13_00-06-31_Sussex_e2hex,5,False
2024.11.13_00-06-31_Sussex_e2hex,6,False
2024.11.13_00-06-31_Sussex_e2hex,7,False
2024.11.13_00-06-31_Sussex_e2hex,8,False
2024.11.13_00-06-31_Sussex_e2hex,9,False
2024.11.13_00-06-31_Sussex_e2hex,10,False
2024.11.13_00-06-31_Sussex_e2hex,11,False
2024.11.13_00-06-31_Sussex_e2hex,12,False
2024.11.13_00-06-31_Sussex_e2hex,13,False
2024.11.13_00-06-31_Sussex_e2hex,14,False
2024.11.13_00-06-31_Sussex_e2hex,15,False
2024.11.13_00-06-31_Sussex_e2hex,16,False
2024.11.13_00-06-31_Sussex_e2hex,17,False
2024.11.13_00-06-31_Sussex_e2hex,18,False
2024.11.13_00-06-31_Sussex_e2hex,19,False
2024.11.13_00-06-31_Sussex_e2hex,20,False
2024.11.13_00-06-31_Sussex_e2hex,21,False
2024.11.13_00-06-31_Sussex_e2hex,22,False
2024.11.13_00-06-31_Sussex_e2hex,23,False
2024.11.13_00-06-31_Sussex_e2hex,24,False
2024.11.13_00-06-31_Sussex_e2hex,25,False
2024.11.13_00-06-31_Sussex_e2hex,26,False
2024.11.13_00-06-31_Sussex_e2hex,27,False
2024.11.13_00-06-31_Sussex_e2hex,28,False
2024.11.13_00-06-31_Sussex_e2hex,29,False
2024.11.13_00-06-31_Sussex_e2hex,30,False
2024.11.13_00-06-31_Sussex_e2hex,31,False
2024.11.13_00-06-31_Sussex_e2hex,32,False
2024.11.13_00-06-31_Sussex_e2hex,33,False
2024.11.13_00-06-31_Sussex_e2hex,34,False
2024.11.13_00-06-31_Sussex_e2hex,35,False
2024.11.13_00-06-31_Sussex_e2hex,36,False
2024.11.13_00-06-31_Sussex_e2hex,37,False
2024.11.13_00-06-31_Sussex_e2hex,38,False
2024.11.13_00-06-31_Sussex_e2hex,39,False
2024.11.13_00-06-31_Sussex_e2hex,40,False
2024.11.13_00-06-31_Sussex_e2hex,41,False
2024.11.13_00-06-31_Sussex_e2hex,42,False
2024.11.13_00-06-31_Sussex_e2hex,43,False
2024.11.13_00-06-31_Sussex_e2hex,44,False
2024.11.13_00-06-31_Sussex_e2hex,45,False
2024.11.13_00-06-31_Sussex_e2hex,46,False
2024.11.13_00-06-31_Sussex_e2hex,47,False
2024.11.13_00-06-31_Sussex_e2hex,48,False
2024.11.13_00-06-31_Sussex_e2hex,49,False
2024.11.13_00-06-31_Sussex_e2hex,50,False
2024.11.13_00-06-31_Sussex_e2hex,51,False
2024.11.13_00-06-31_Sussex_e2hex,52,False
2024.11.13_00-06-31_Sussex_e2hex,53,False
2024.11.13_00-06-31_Sussex_e2hex,54,False
2024.11.13_00-06-31_Sussex_e2hex,55,False
2024.11.13_00-06-31_Sussex_e2hex,56,False
2024.11.13_00-06-31_Sussex_e2hex,57,False
2024.11.13_00-06-31_Sussex_e2hex,58,False
2024.11.13_00-06-31_Sussex_e2hex,59,False
2024.11.13_00-06-31_Sussex_e2hex,60,False
2024.11.13_00-06-31_Sussex_e2hex,61,False
2024.11.13_00-06-31_Sussex_e2hex,62,False
2024.11.13_00-06-31_Sussex_e2hex,63,False
2024.11.13_00-06-31_Sussex_e2hex,64,False
2024.11.13_00-06-31_Sussex_e2hex,65,False
2024.11.13_00-06-31_Sussex_e2hex,66,False
2024.11.13_00-06-31_Sussex_e2hex,67,False
2024.11.13_00-06-31_Sussex_e2hex,68,False
2024.11.13_00-06-31_Sussex_e2hex,69,False
2024.11.13_00-06-31_Sussex_e2hex,70,False
2024.11.13_00-06-31_Sussex_e2hex,71,False
2024.11.13_00-06-31_Sussex_e2hex,72,False
2024.11.13_00-06-31_Sussex_e2hex,73,False
2024.11.13_00-06-31_Sussex_e2hex,74,False
2024.11.13_00-06-31_Sussex_e2hex,75,False
2024.11.13_00-06-31_Sussex_e2hex,76,False
2024.11.13_00-06-31_Sussex_e2hex,77,False
2024.11.13_00-06-31_Sussex_e2hex,78,False
2024.11.13_00-06-31_Sussex_e2hex,79,False
2024.11.13_00-06-31_Sussex_e2hex,80,False
2024.11.13_00-06-31_Sussex_e2hex,81,False
2024.11.13_00-06-31_Sussex_e2hex,82,False
2024.11.13_00-06-31_Sussex_e2hex,83,False
2024.11.13_00-06-31_Sussex_e2hex,84,False
2024.11.13_00-06-31_Sussex_e2hex,85,False
2024.11.13_00-06-31_Sussex_e2hex,86,False
2024.11.13_00-06-31_Sussex_e2hex,87,False
2024.11.13_00-06-31_Sussex_e2hex,88,False
2024.11.13_00-06-31_Sussex_e2hex,89,False
2024.11.13_00-06-31_Sussex_e2hex,90,False
2024.11.13_00-06-31_Sussex_e2hex,91,False
2024.11.13_00-06-31_Sussex_e2hex,92,False
