trial,start_frame,end_frame,is_swapped
2024.11.13_00-06-31_Sussex_e2hex,3594.0,3596.0,1.0
2024.11.13_00-06-31_Sussex_e2hex,3598.0,5057.0,1.0
2024.11.13_00-06-31_Sussex_e2hex,5075.0,5085.0,1.0
2024.11.13_00-06-31_Sussex_e2hex,5088.0,5088.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,3.0,1511.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,1513.0,1655.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,1657.0,2055.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,2057.0,2057.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,2075.0,2076.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,2079.0,2079.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,2081.0,2081.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,2083.0,2498.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,2500.0,2522.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,2525.0,2543.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,8408.0,8408.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,8410.0,8411.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,8413.0,8414.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,8416.0,8417.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,8419.0,8439.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,8442.0,8473.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,8475.0,8492.0,1.0
2024.11.13_00-19-29_Sussex_e2hex,8494.0,8999.0,1.0
2024.11.13_00-42-08_Sussex_e2hex,2518.0,2519.0,1.0
2024.11.13_00-42-08_Sussex_e2hex,2521.0,2531.0,1.0
2024.11.13_00-42-08_Sussex_e2hex,2533.0,2534.0,1.0
2024.11.13_00-42-08_Sussex_e2hex,2536.0,2559.0,1.0
2024.11.13_00-42-08_Sussex_e2hex,2561.0,2563.0,1.0
2024.11.13_00-42-08_Sussex_e2hex,2565.0,3836.0,1.0
2024.11.13_00-42-08_Sussex_e2hex,3838.0,4239.0,1.0
2024.11.13_00-42-08_Sussex_e2hex,4249.0,5635.0,1.0
2024.11.13_00-42-08_Sussex_e2hex,5637.0,5664.0,1.0
2024.11.13_00-42-08_Sussex_e2hex,5666.0,5981.0,1.0
2024.11.13_00-48-15_Sussex_e2hex,5713.0,8999.0,1.0
2024.11.13_01-12-20_Sussex_e2hex,5852.0,5857.0,1.0
2024.11.13_01-12-20_Sussex_e2hex,5859.0,5870.0,1.0
2024.11.13_01-12-20_Sussex_e2hex,5872.0,8999.0,1.0
2024.11.13_01-23-08_Sussex_e2hex,3.0,3070.0,1.0
2024.11.13_01-23-08_Sussex_e2hex,3077.0,3652.0,1.0
2024.11.13_01-23-08_Sussex_e2hex,3654.0,3663.0,1.0
2024.11.13_01-23-08_Sussex_e2hex,3665.0,3665.0,1.0
2024.11.13_01-29-09_Sussex_e2hex,3.0,1454.0,1.0
2024.11.13_01-29-09_Sussex_e2hex,1456.0,2242.0,1.0
2024.11.13_01-29-09_Sussex_e2hex,7611.0,7664.0,1.0
2024.11.13_01-29-09_Sussex_e2hex,7666.0,7685.0,1.0
2024.11.13_01-29-09_Sussex_e2hex,7687.0,7706.0,1.0
2024.11.13_01-29-09_Sussex_e2hex,7717.0,7717.0,1.0
2024.11.13_01-29-09_Sussex_e2hex,7719.0,8999.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,3.0,31.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,37.0,38.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,44.0,44.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,46.0,46.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,49.0,1244.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,1246.0,1255.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,1258.0,1258.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,1275.0,1876.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,1878.0,2252.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,2254.0,2280.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,2304.0,2975.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,2977.0,3415.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,3417.0,3419.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,3450.0,3450.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,3452.0,3454.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,3456.0,3460.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,3462.0,3487.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,3489.0,3511.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,3513.0,3774.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,3776.0,3776.0,1.0
2024.11.13_22-30-49_Sussex_e2hex,3778.0,3794.0,1.0
2024.11.13_22-49-17_Sussex_e2hex,2569.0,2588.0,1.0
2024.11.13_22-49-17_Sussex_e2hex,2632.0,3259.0,1.0
2024.11.13_22-49-17_Sussex_e2hex,3877.0,4200.0,1.0
2024.11.13_22-49-17_Sussex_e2hex,4203.0,4211.0,1.0
2024.11.13_22-49-17_Sussex_e2hex,4213.0,4230.0,1.0
2024.11.13_22-49-17_Sussex_e2hex,4233.0,4237.0,1.0
2024.11.13_22-49-17_Sussex_e2hex,4239.0,4270.0,1.0
2024.11.13_22-49-17_Sussex_e2hex,4276.0,4276.0,1.0
2024.11.13_23-33-54_Sussex_e2hex,3.0,11.0,1.0
2024.11.13_23-33-54_Sussex_e2hex,13.0,1864.0,1.0
2024.11.13_23-33-54_Sussex_e2hex,1872.0,1891.0,1.0
2024.11.13_23-33-54_Sussex_e2hex,1893.0,1900.0,1.0
2024.11.13_23-33-54_Sussex_e2hex,1918.0,1929.0,1.0
2024.11.13_23-33-54_Sussex_e2hex,1932.0,1932.0,1.0
2024.11.13_23-33-54_Sussex_e2hex,1934.0,1934.0,1.0
2024.11.13_23-33-54_Sussex_e2hex,1936.0,1939.0,1.0
2024.11.13_23-33-54_Sussex_e2hex,1941.0,1944.0,1.0
2024.11.13_23-33-54_Sussex_e2hex,1948.0,1977.0,1.0
2024.11.13_23-46-07_Sussex_e2hex,5061.0,5062.0,1.0
2024.11.13_23-46-07_Sussex_e2hex,5068.0,5114.0,1.0
2024.11.13_23-46-07_Sussex_e2hex,5116.0,5156.0,1.0
2024.11.13_23-46-07_Sussex_e2hex,5158.0,5189.0,1.0
