trial,start_frame,end_frame,is_swapped
2024.11.13_00-06-31_Sussex_e2hex,194,2876,True
2024.11.13_00-06-31_Sussex_e2hex,3594,3596,True
2024.11.13_00-06-31_Sussex_e2hex,3598,4439,True
2024.11.13_00-06-31_Sussex_e2hex,5047,5057,True
2024.11.13_00-06-31_Sussex_e2hex,5075,5085,True
2024.11.13_00-06-31_Sussex_e2hex,5088,5088,True
2024.11.13_00-06-31_Sussex_e2hex,5102,5102,True
2024.11.13_00-06-31_Sussex_e2hex,5104,5104,True
2024.11.13_00-06-31_Sussex_e2hex,5107,5107,True
2024.11.13_00-06-31_Sussex_e2hex,5110,5224,True
2024.11.13_00-06-31_Sussex_e2hex,5226,6295,True
2024.11.13_00-06-31_Sussex_e2hex,6627,6657,True
2024.11.13_00-06-31_Sussex_e2hex,6676,6702,True
2024.11.13_00-06-31_Sussex_e2hex,6704,6708,True
2024.11.13_00-06-31_Sussex_e2hex,6710,6712,True
2024.11.13_00-06-31_Sussex_e2hex,6733,7293,True
2024.11.13_00-13-24_Sussex_e2hex,1282,2559,True
2024.11.13_00-13-24_Sussex_e2hex,2561,4432,True
2024.11.13_00-13-24_Sussex_e2hex,5926,5928,True
2024.11.13_00-13-24_Sussex_e2hex,5930,5930,True
2024.11.13_00-13-24_Sussex_e2hex,5932,5943,True
2024.11.13_00-13-24_Sussex_e2hex,5945,5945,True
2024.11.13_00-13-24_Sussex_e2hex,5947,5957,True
2024.11.13_00-13-24_Sussex_e2hex,5959,6543,True
2024.11.13_00-13-24_Sussex_e2hex,7304,7742,True
2024.11.13_00-13-24_Sussex_e2hex,8272,8928,True
2024.11.13_00-13-24_Sussex_e2hex,8933,8933,True
2024.11.13_00-13-24_Sussex_e2hex,8957,8958,True
2024.11.13_00-13-24_Sussex_e2hex,8960,8960,True
2024.11.13_00-13-24_Sussex_e2hex,8965,8965,True
2024.11.13_00-13-24_Sussex_e2hex,8967,8999,True
2024.11.13_00-19-29_Sussex_e2hex,3,549,True
2024.11.13_00-19-29_Sussex_e2hex,1513,1522,True
2024.11.13_00-19-29_Sussex_e2hex,2269,2285,True
2024.11.13_00-19-29_Sussex_e2hex,2446,2498,True
2024.11.13_00-19-29_Sussex_e2hex,2500,2522,True
2024.11.13_00-19-29_Sussex_e2hex,2525,2543,True
2024.11.13_00-19-29_Sussex_e2hex,2587,2587,True
2024.11.13_00-19-29_Sussex_e2hex,2589,3202,True
2024.11.13_00-19-29_Sussex_e2hex,3204,3210,True
2024.11.13_00-19-29_Sussex_e2hex,3213,3229,True
2024.11.13_00-19-29_Sussex_e2hex,3231,3251,True
2024.11.13_00-19-29_Sussex_e2hex,3254,3332,True
2024.11.13_00-19-29_Sussex_e2hex,3334,3334,True
2024.11.13_00-19-29_Sussex_e2hex,3344,3428,True
2024.11.13_00-19-29_Sussex_e2hex,4022,5128,True
2024.11.13_00-19-29_Sussex_e2hex,6276,6276,True
2024.11.13_00-19-29_Sussex_e2hex,6279,6449,True
2024.11.13_00-19-29_Sussex_e2hex,6451,6460,True
2024.11.13_00-19-29_Sussex_e2hex,6462,6463,True
2024.11.13_00-19-29_Sussex_e2hex,6482,7080,True
2024.11.13_00-19-29_Sussex_e2hex,7788,7988,True
2024.11.13_00-19-29_Sussex_e2hex,8341,8345,True
2024.11.13_00-19-29_Sussex_e2hex,8349,8353,True
2024.11.13_00-19-29_Sussex_e2hex,8410,8411,True
2024.11.13_00-19-29_Sussex_e2hex,8413,8414,True
2024.11.13_00-19-29_Sussex_e2hex,8416,8417,True
2024.11.13_00-19-29_Sussex_e2hex,8419,8439,True
2024.11.13_00-19-29_Sussex_e2hex,8442,8473,True
2024.11.13_00-19-29_Sussex_e2hex,8475,8492,True
2024.11.13_00-19-29_Sussex_e2hex,8494,8999,True
2024.11.13_00-25-37_Sussex_e2hex,3,4037,True
2024.11.13_00-25-37_Sussex_e2hex,5549,5549,True
2024.11.13_00-25-37_Sussex_e2hex,5552,5555,True
2024.11.13_00-25-37_Sussex_e2hex,5557,5570,True
2024.11.13_00-25-37_Sussex_e2hex,5573,5577,True
2024.11.13_00-25-37_Sussex_e2hex,5579,5591,True
2024.11.13_00-25-37_Sussex_e2hex,5593,5606,True
2024.11.13_00-25-37_Sussex_e2hex,5608,7236,True
2024.11.13_00-32-18_Sussex_e2hex,471,747,True
2024.11.13_00-32-18_Sussex_e2hex,749,756,True
2024.11.13_00-32-18_Sussex_e2hex,760,762,True
2024.11.13_00-32-18_Sussex_e2hex,768,768,True
2024.11.13_00-32-18_Sussex_e2hex,773,773,True
2024.11.13_00-32-18_Sussex_e2hex,791,791,True
2024.11.13_00-32-18_Sussex_e2hex,793,794,True
2024.11.13_00-32-18_Sussex_e2hex,796,1960,True
2024.11.13_00-32-18_Sussex_e2hex,1962,3159,True
2024.11.13_00-32-18_Sussex_e2hex,3162,3162,True
2024.11.13_00-32-18_Sussex_e2hex,3164,3169,True
2024.11.13_00-32-18_Sussex_e2hex,3171,3173,True
2024.11.13_00-32-18_Sussex_e2hex,3175,3494,True
2024.11.13_00-32-18_Sussex_e2hex,4579,5959,True
2024.11.13_00-32-18_Sussex_e2hex,7036,7041,True
2024.11.13_00-32-18_Sussex_e2hex,7043,7051,True
2024.11.13_00-32-18_Sussex_e2hex,7053,7060,True
2024.11.13_00-32-18_Sussex_e2hex,7062,7063,True
2024.11.13_00-32-18_Sussex_e2hex,7066,8041,True
2024.11.13_00-42-08_Sussex_e2hex,705,2455,True
2024.11.13_00-42-08_Sussex_e2hex,2458,2458,True
2024.11.13_00-42-08_Sussex_e2hex,2461,2461,True
2024.11.13_00-42-08_Sussex_e2hex,2464,2472,True
2024.11.13_00-42-08_Sussex_e2hex,2485,2485,True
2024.11.13_00-42-08_Sussex_e2hex,2500,2500,True
2024.11.13_00-42-08_Sussex_e2hex,3991,4239,True
2024.11.13_00-42-08_Sussex_e2hex,4249,4698,True
2024.11.13_00-42-08_Sussex_e2hex,5982,5983,True
2024.11.13_00-42-08_Sussex_e2hex,6117,6117,True
2024.11.13_00-42-08_Sussex_e2hex,6120,6120,True
2024.11.13_00-42-08_Sussex_e2hex,6129,6131,True
2024.11.13_00-42-08_Sussex_e2hex,6141,6150,True
2024.11.13_00-42-08_Sussex_e2hex,6152,6165,True
2024.11.13_00-42-08_Sussex_e2hex,6167,6189,True
2024.11.13_00-42-08_Sussex_e2hex,6192,6196,True
2024.11.13_00-42-08_Sussex_e2hex,6198,6201,True
